Text,Classificacao
102 Mg En Un Estado Lo Puedo Creer ����,Negativo
14 mrortos Minas Gerais alta incidência Secretaria Estado Saúde mantém alerta moradores,Negativo
15h05ATUALIZAÇÃO CarroXCarro BR 381 Bom Destino Sta Luzia Acidente envolveu 5 carros 3 víts estado grave 2 víts ferimentos leves,Negativo
2 Mg nomás tubo mi estado jaja,Positivo
2) Vc percebe passa anos morando estado MG onde povo discreto metido besta,Positivo
4 jovens negros tortura deficiente mental ser branco eleitor Trump Internacional Estado Minas,Positivo
4 Hailey tatuagem escrita “Minas Gerais” estado avó nasceu,Positivo
50 indirectas fb y y ella le pone mg al estado del bobito ese,Positivo
59 escolha estado RJ SP MG RS,Positivo
69 Una las pocas minas estado mi quiero pichona❤,Positivo
@BiaArantes_real (cruzeirense) @CaBertolazzi destaque caderno TV Estado Minas deste doming…,Positivo
@consjovemoabmg Minas Gerais chamou preocupante fato estado ter esgotado recursos relativos depósitos judiciais,Negativo
Alemanha menor estado Minas Gerais assim rica Brasil inteiro PSO boa administração ñ faz,Negativo
balada Pimentel governador MG atrasa salários abusa mordomias …,Negativo
balada Pimentel governador MG atrasa salários abusa mordomias,Negativo
balada Pimentel governador MG atrasa salários abusa mordomias,Negativo
balada Pimentel governador MG atrasa salários abusa mordomias,Negativo
balada Pimentel governador MG atrasa salários abusa mordomias,Negativo
cidade Pará Minas melhor lugar mundo coisas gosto nessa vida nome estado MG jogador Pará,Positivo
Codevasf Governo Estado Minas Gerais uniram novos esforços retomada convênio irá,Positivo
continuação treta estado MG STF contra Banco argumentando existência manobra fiscal,Negativo
convite Carlos Marcelo Carvalho publiquei Estado Minas 16 dezembro artigo (crônica,Negativo
democracia PT Escondese mal feitos Daí mal feitos,Positivo
FÓRMULA FRACASSO governo PETISTA FERNANDO PIMENTEL PIORES história Estado Mina…,Negativo
foto governadores ANASTAZIA AÉCIO via @folha_com,Negativo
inconsequência governa MInas Gerais hoje,Negativo
matéria segue publicada jornal Estado Minas dia 16 dezembro 2017 perfil,Negativo
partir mês governo Minas saber sendo assim #TeamBTS,Positivo
pressão marcação cerrada Polícia Militar MG contra governo Pimentel (PT) merece investigação,Negativo
PRIMEIRA TURNÊ ANO COMEÇA ESTADO MINAS GERAIS VCS TODOS CONVIDADOS,Negativo
PRIMEIRA TURNÊ ANO COMEÇA ESTADO MINAS GERAIS VCS TODOS CONVIDADOS,Positivo
punto he estado soltar un mg al stalkear tranquilidad chicos estoy bien ya ha pasado,Positivo
QUESTÃO IPVA ESTADO PAULO SÉRIA MINAS TUDO BEM VEJAM VÍDEO CURIOSO,Positivo
Secretaria Estado Cultura MG recebe sugestões sobre Lei Estadual Incentivo Cultura Saiba,Positivo
Secretaria Estado Cultura MG recebe sugestões sobre Lei Estadual Incentivo Cultura Saiba,Positivo
Secretaria Estado Saúde Minas Gerais (SESMG) fez lançamento Campanha Enfrentamento Aedes,Positivo
todos los le dieron mg mi estado sigan esperando nomas les hable porque nunca le hablo nadie jaja ya tendrian saber chhe,Negativo
yris burra pra caralho sabe estado q mora q rj estudar sobre mg,Negativo
Abimaq mudanças BNDES boas têm força retomar investimento Economia Estado Minas,Negativo
Abimaq mudanças BNDES boas têm força retomar investimento Estado Minas…,Negativo
Absurdo verdadeiro assalto cofres Judiciário Proximo alvo ja to vendoos cofres previdencia,Negativo
Acabo leer un estúpido puso las minas quedan embarazadas usar forros del estado si los es quedes,Negativo
Aceita rivalidade estado Flamengo x AtléticoMG pode dizer Corinthians Rivalidade P…,Negativo
Acidente trem deixa 100 feridos Brooklyn NY Estado Minas,Positivo
Acidente mata mulher fecha BR381 Santa Luzia Gerais Estado Minas #timBETA #BetaAjudaBeta,Negativo
Ações Justiça cobram devassa voos governador Minas Gerais,Negativo
Ações Justiça cobram devassa voos governador Minas Gerais,Negativo
Ações Justiça cobram devassa voos governador Minas Gerais,Negativo
Acronimo Pimentel BB avisa Justiça governo MG recursos conta judicial,Negativo
Adélia Prado vence Prêmio Governo Minas Gerais Literatura 2016,Positivo
Adélia Prado vence Prêmio Governo Minas Gerais Literatura 2016,Negativo
Adicionei vídeo playlist @YouTube MG_ busca filho Festa helicóptero Governo,Negativo
Advocacia Geral Estado Minas Gerais AGE Atuação conjunta AGE SEF resulta expressiva arrecadação,Positivo
Advogado visitou Cunha repassou impressões subchefe Casa Civil Politica Estado Minas,Positivo
Aécio Governador Minas Gerais (PSDB) utilizou 123 vezes avião povo fazer FESTAS RJ,Negativo
Aécio Governador Minas Gerais (PSDB) utilizou 123 vezes avião povo fazer FESTAS RJ,Negativo
Aécio Neves PSDB ter votos menos Estado Minas Gerais pra poder querer bate frente Alckmin,Positivo
Afastar presidente TCRO facil Quero ver processar julgar condenar réu governador minas,Negativo
AFF Liminar suspende gratuidade estacionamento centros compras BH Economia Estado Minas,Positivo
Agência Minas Gerais Fóruns Regionais Governo vão eleger novos prefeitos vereadores Co (,Positivo
Agora Estado Minas dá informações sobre convite @chrisassun,Positivo
AGORA COMPLETO GOVERNADOR PREFEITO MERECE EXEMPLO BANDIDAGEM OPERANDO LIVREME…,Negativo
Agora pode buscar 3 Minas merece Votou PeTralhas p presidente governador Ia dar nisso,Negativo
agora mae disse ok estudar outro estado ces acham vou continuar mg rsrs,Positivo
Agora sim Shopping cobrar estacionamento BH vai pagar multa R 15 mil Economia Estado Minas,Positivo
agradezco haber estado en todo el día en tw pena ver su bardo un mg,Positivo
Ainda gente diz desconhecer Petralhismo Pobre estado Minas Nao merece,Negativo
alagran J I Cohen estaba también implicado en el caso cooptacion del estado,Negativo
Alba le puso mg mi estado y al toque acordé del audio le mande mica su culpa��,Positivo
Alckmin Doria anunciam integração redes Educação Paulo Nacional Estado Minas,Negativo
Alckmin recusou intimação sobre suspensão reajuste tarifas diz oficial Estado Minas…,Positivo
Alerta Segundo Secretária Saúde Minas Gerais sobe 14 número mortes suspeitas febre amarela Estado,Negativo
Alexandre Moraes escroto Atribuiu governo PT merdas presídios Escroto fdp,Negativo
Alexandre Garcia facções manaus helicóptero usado governador minas via @YouTube,Negativo
Alguma dúvida governo ser afastado B Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
ALGUMA DÚVIDA DARIA ERRADO Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Aliás governador Minas petista Fernando Pimentel prometeu nunca voltará utilizar,Negativo
Alo @MichelTemer aqui minas governador petralha comprou 2 helicopteros cobra explicações faz devolve los,Negativo
Alta PIB deste ano segue 050 afirma Focus Estado Minas,Negativo
Alta PIB deste ano segue 050 afirma Focus Estado Minas,Negativo
Alta PIB deste ano segue 050 afirma Focus Estado Minas,Positivo
Alta PIB deste ano segue 050 afirma Focus – Estado Minas Diário Grande ABC…,Positivo
Americano reage assalto acaba preso tentar agredir ladrão Rio Nacional Estado Minas,Negativo
Americano reage assalto acaba preso tentar agredir ladrão Rio Nacional Estado Minas,Negativo
Americano reage assalto acaba preso tentar agredir ladrão Rio Nacional Estado Minas #timBETA,Negativo
Americano reage assalto acaba preso tentar agredir ladrão Rio Nacional Estado Minas,Positivo
Amigos familiares fazem passeata após desaparecimento casal Grande BH Gerais Estado Minas,Negativo
amo Minas Gerais amo estado Minas veia uhu,Negativo
Anel metrô BH investimentos 2017 Politica Estado Minas,Negativo
Anel metrô BH investimentos 2017 Politica Estado Minas,Negativo
Ano passado dei pt MG vai ser Estado honra presenciar pt 2017,Negativo
amigos refugiados Universidade Federal Triângulo Mineiro–UFTM localizada estado Minas Gerais,Positivo
Apartamento invadido 200 morcegos João delRei Gerais Estado Minas,Positivo
Apenas paliativo,Positivo
Após massacre Manaus governo antecipa medidas plano Estado Minas,Positivo
Após polêmica Secretaria Juventude deve continuar Minas Politica Estado Minas,Negativo
Após prisão exploração sexual infantil irmão Garotinho toma posse Politica Estado Minas,Negativo
Após prisão exploração sexual infantil irmão Garotinho toma posse Politica Estado Minas,Negativo
Após prisão exploração sexual infantil irmão Garotinho toma posse Politica Estado Minas,Negativo
Após prisão exploração sexual infantil irmão Garotinho toma posse Politica Estado Minas,Negativo
Após reação negativa Temer defende Twitter uso palavra acidente Nacional Estado Minas,Negativo
Após ser agredida mulher atira contra homem Governador Valadares,Positivo
Após ser agredida mulher atira contra homem Governador Valadares,Negativo
Após ser agredida mulher atira contra homem Governador Valadares,Positivo
Após ser agredida mulher atira contra homem Governador Valadares #SomosTodosDilma #Raynniere #BuyRaynniereOnIt…,Positivo
Após ser agredida mulher atira contra homem Governador Valadares,Positivo
Após ser agredida mulher atira contra homem Governador Valadares,Negativo
Após ser autorizado usar depósitos judiciais Governo MG utiliza todo dinheiro não…,Negativo
Aproximadamente R 15 bilhão pagamento resgates depósitos judiciais sumiram contas governo Minas Gerais,Negativo
Aqui MG ex governador condenado 20 anos prisão PAÍS onde estaria,Negativo
Aroa queda en el Estado Yaracuysu población 35645 habitantes allí estaba las minas Cobre los Bolívar herencia tatarabuela,Positivo
Arroz terceira BB avisa Justiça governo MG recursos conta judicial,Negativo
estado con minas 14 —,Positivo
Así cuando le dan mg un estado viejísimo tuyo,Negativo
Así las cosas el estado sembrando el pánico es el #nuevoPRI #Saqueos #Gasolinazo #Walmart,Positivo
Assaltantes fazem família refém dentro casa levam R 25 mil Gerais Estado Minas,Positivo
Assange rejeita relatório EUA sobre ingerência eleitoral russa Estado Minas,Negativo
Assange rejeita relatório EUA sobre ingerência eleitoral russa Estado Minas,Negativo
Assim caminha homensVídeo mostra seguranças agredindo morador rua Porto Alegre Nacional Estado Minas,Negativo
Assim gov PT povo Ralese calamidade financeira governo MG compra dois helicópteros via @VEJAcom,Negativo
Assim Starbucks quer triplicar número lojas País incluindo BH Economia Estado Minas,Negativo
Astronautas concluem primeira caminhada espacial ano ISS Estado Minas,Positivo
Astronautas concluem primeira caminhada espacial ano ISS Estado Minas,Negativo
Ataque líder Igreja Mundial pastor Valdemiro transmitido vivo Estado Minas,Negativo
Ataque líder Igreja Mundial pastor Valdemiro transmitido vivo Estado Minas,Positivo
Ataque líder Igreja Mundial pastor Valdemiro transmitido vivo Estado Minas,Negativo
Ataque líder Igreja Mundial pastor Valdemiro transmitido vivo Estado Minas,Negativo
ATENÇÂO ATENDEMOS TODO ESTADO MINAS GERAIS sistema OFFGRID ( aonde uso energia,Negativo
ATENÇÃO RÁDIO 879 situada estado MG incluiu música Estereótipos prestes tocála rádio,Negativo
Atendendo demanda apresentada Governo Minas enviou ofícios informando pagamento 450000,Positivo
Atendendo demanda apresentada Governo Minas enviou ofícios informando pagamento,Positivo
Atentado Turquia deixa dois mortos cinco dias após massacre Istambul Estado Minas,Negativo
Atentado Turquia deixa dois mortos cinco dias após massacre Istambul Estado Minas,Negativo
Atentado Turquia deixa dois mortos cinco dias após massacre Istambul Estado Minas…,Negativo
Atentado suicida Bagdá mata doze pessoas Estado Minas #notícias,Positivo
Atentados suicidas contra mercados Bagdá fazem menos 18 mortos Estado Minas,Negativo
Atentados suicidas contra mercados Bagdá fazem menos 18 mortos Estado Minas,Negativo
Atirador mata cinco fere oito aeroporto Fort Lauderdale Estado Minas #notícias,Negativo
Atirador mata cinco fere oito aeroporto Fort Lauderdale Estado Minas #notícias,Positivo
Atirador mata cinco fere oito aeroporto Fort Lauderdale Estado Minas,Negativo
Atirador mata cinco fere oito aeroporto Fort Lauderdale Estado Minas,Positivo
Atirador mata cinco fere oito aeroporto Fort Lauderdale – Estado Minas UOL…,Negativo
Ativistas voltam ruas BH contra aumento tarifa ônibus Gerais Estado Minas,Positivo
Azul começa venda passagens BH Buenos Aires R 357 trecho Economia Estado Minas,Positivo
Bancada PSD vai reavaliar apoio Rosso Politica Estado Minas,Negativo
Banco Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Banco Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Banco Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Banco Brasil avisa Justiça governo MG recursos conta judicial #mercados_IM,Negativo
Banco Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Banco Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais 04012017 Mercado Folha SPaulo,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais 04012017 Mercado Folha SPaulo,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais quebram acabam tudo,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais AJUDA SERGIO MORO PRA RECEBER VOLTA,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais via @folha_com,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais administração…,Negativo
Banco Brasil cobra Minas R 15 bilhão depósitos judiciais usaram todo dinheiro depósitos judiciais,Negativo
Banco Brasil cobra restituição recursos depósitos judiciais governo Minas #PainelAlvorada,Negativo
Bando Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Bando Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Bando Brasil avisa Justiça governo MG recursos conta judicial,Negativo
Bando Brasil avisa Justiça governo MG recursos conta judicial #mercados_IM,Negativo
Batida caminhão carro deixa cinco mortos BR267 Sul Minas Gerais Estado Minas,Negativo
BB avisa Justiça Governo Minas Gerais usou dinheiro depósitos judiciais repor,Negativo
BB avisa Justiça q governo MG recursos conta judicial Pimentel raspou tacho,Negativo
BB avisa Justiça governo MG desgovernado PT recursos conta judicial,Negativo
BB avisa Justiça governo MG desgovernado PT recursos conta judicial,Negativo
